UDI;Product ID;Type;Air temperature [K];Process temperature [K];Rotational speed [rpm]
741;M15600;M;296.9;308.4;1450
742;L47921;L;296.9;308.3;1513
743;L47922;L;296.8;308.2;1643
744;L47923;L;296.8;308.2;1361
745;L47924;L;296.7;308.1;1450
746;L47925;L;296.7;308;1451
747;L47926;L;296.8;308.1;1289
748;L47927;L;296.8;308.1;1356
749;H30162;H;296.7;308.1;1528
750;L47929;L;296.6;308;1978
751;L47930;L;296.7;308;1535
752;M15611;M;296.8;308.1;1843
753;L47932;L;296.9;308.1;1422
754;L47933;L;296.8;308;1536
755;M15614;M;296.9;308.1;1483
756;H30169;H;296.8;308.1;1492
757;L47936;L;296.8;308;1584
758;L47937;L;296.9;308.1;1555
759;L47938;L;296.8;308;1497
760;M15619;M;296.7;307.8;1537
761;L47940;L;296.7;307.8;1505
762;L47941;L;296.7;307.8;1646
763;M15622;M;296.7;307.8;1286
764;L47943;L;296.7;307.8;1400
765;L47944;L;296.8;307.9;1337
766;L47945;L;296.9;308;1332
767;L47946;L;296.8;308;1561
768;L47947;L;296.9;308;1546
769;L47948;L;296.9;308;1713
770;L47949;L;296.9;308;1343
771;L47950;L;296.8;308;1391
772;H30185;H;296.8;308;1311
773;H30186;H;296.8;308;1453
774;L47953;L;296.8;308;1510
775;L47954;L;296.8;307.9;1448
776;L47955;L;296.7;307.8;1453
777;L47956;L;296.7;307.8;1468
778;L47957;L;296.7;307.8;1382
779;L47958;L;296.7;308;1580
780;L47959;L;296.8;308;1666
781;M15640;M;296.9;308;1409
782;L47961;L;296.8;308;1675
783;L47962;L;296.8;307.9;1698
784;H30197;H;296.7;307.9;1579
785;L47964;L;296.7;307.9;1743
786;M15645;M;296.9;308;1497
787;L47966;L;296.9;308.1;1741
788;L47967;L;296.9;308.1;1435
789;M15648;M;296.9;308.1;1440
790;M15649;M;296.9;308;1641
791;L47970;L;296.8;307.9;1420
792;L47971;L;296.8;307.9;1611
793;L47972;L;296.8;307.8;1373
794;M15653;M;296.8;307.9;1683
795;H30208;H;296.9;307.9;1547
796;L47975;L;296.9;307.8;1605
797;M15656;M;296.9;307.9;2010
798;L47977;L;296.8;307.7;1565
799;M15658;M;296.9;307.8;1828
800;M15659;M;297.0;307.8;1579
801;M15660;M;297.0;307.9;1882
802;L47981;L;296.9;307.8;1285
803;L47982;L;296.9;307.8;1571
804;H30217;H;296.9;307.8;1549
805;M15664;M;296.9;307.8;1544
806;M15665;M;297.0;307.9;1412
807;M15666;M;297.0;307.9;1422
808;L47987;L;297.0;307.7;1867
809;L47988;L;296.9;307.7;1424
810;L47989;L;296.9;307.6;1452
811;L47990;L;296.9;307.7;1550
812;L47991;L;296.8;307.6;1588
813;L47992;L;296.8;307.6;1338
814;L47993;L;296.8;307.6;1513
815;M15674;M;296.8;307.5;1470
816;M15675;M;296.8;307.5;1516
817;L47996;L;296.8;307.6;1434
818;L47997;L;296.8;307.6;1368
819;L47998;L;296.8;307.6;1304
820;L47999;L;296.8;307.6;1398
821;L48000;L;296.7;307.6;1516
822;L48001;L;296.7;307.6;1474
823;M15682;M;296.7;307.6;1547
824;M15683;M;296.6;307.5;1482
825;L48004;L;296.6;307.4;1436
826;L48005;L;296.6;307.3;1474
827;L48006;L;296.5;307.2;1481
828;L48007;L;296.5;307.3;1501
829;L48008;L;296.5;307.3;1566
830;L48009;L;296.5;307.3;1579
831;L48010;L;296.6;307.4;1631
832;M15691;M;296.6;307.4;1544
833;L48012;L;296.6;307.4;1521
834;L48013;L;296.6;307.4;1616
835;H30248;H;296.6;307.4;1333
836;M15695;M;296.7;307.4;1533
837;L48016;L;296.6;307.4;1368
838;L48017;L;296.6;307.4;1465
839;H30252;H;296.6;307.4;1406
840;M15699;M;296.5;307.4;1565
841;L48020;L;296.6;307.5;1582
842;L48021;L;296.6;307.5;1439
843;M15702;M;296.6;307.5;1566
844;L48023;L;296.6;307.5;1485
845;L48024;L;296.5;307.5;1566
846;L48025;L;296.3;307.3;1439
847;M15706;M;296.4;307.4;1416
848;L48027;L;296.4;307.4;2833
849;L48028;L;296.3;307.4;1465
850;H30263;H;296.4;307.4;1586
851;L48030;L;296.3;307.3;1567
852;M15711;M;296.2;307.2;1389
853;M15712;M;296.3;307.3;1368
854;L48033;L;296.3;307.3;1444
855;M15714;M;296.3;307.3;1498
856;L48035;L;296.1;307.2;1615
857;L48036;L;296.1;307.1;1898
858;M15717;M;296.1;307.1;1350
859;M15718;M;296.2;307;1516
860;H30273;H;296.2;307;1542
861;H30274;H;296.1;306.9;1541
862;M15721;M;296.1;306.9;1951
863;H30276;H;296.1;306.8;1645
864;L48043;L;296.0;306.7;1416
865;M15724;M;296.0;306.7;2044
866;L48045;L;295.9;306.6;1414
867;L48046;L;295.9;306.6;1678
868;H30281;H;295.9;306.5;1594
869;M15728;M;295.8;306.5;1514
870;L48049;L;295.8;306.5;1358
871;L48050;L;295.8;306.4;1325
872;L48051;L;295.8;306.4;1339
873;M15732;M;295.8;306.4;1335
874;L48053;L;295.9;306.4;1892
875;L48054;L;295.9;306.4;1575
876;M15735;M;295.8;306.3;1444
877;L48056;L;295.7;306.3;1915
878;M15737;M;295.6;306.2;1584
879;M15738;M;295.7;306.3;1685
880;L48059;L;295.8;306.3;1337
881;M15740;M;295.8;306.3;1235
882;L48061;L;295.7;306.2;1464
883;M15742;M;295.7;306.2;1739
884;L48063;L;295.7;306.3;1490
885;L48064;L;295.8;306.4;1356
886;L48065;L;295.7;306.2;1397
887;L48066;L;295.7;306.2;1458
888;H30301;H;295.7;306.2;2161
889;M15748;M;295.6;306.1;1651
890;L48069;L;295.6;306.1;1389
891;L48070;L;295.6;306;1370
892;L48071;L;295.7;306.1;1408
893;L48072;L;295.7;306.1;1343
894;M15753;M;295.7;306.2;1423
895;L48074;L;295.6;306.2;1426
896;M15755;M;295.6;306.2;1435
897;L48076;L;295.5;306.1;1573
898;L48077;L;295.6;306.2;1612
899;L48078;L;295.6;306.2;1446
900;H30313;H;295.6;306.2;1329
901;L48080;L;295.6;306.2;1569
902;H30315;H;295.6;306.1;1256
903;L48082;L;295.6;306.1;1383
904;L48083;L;295.7;306.2;2270
905;H30318;H;295.7;306.2;1458
906;L48085;L;295.6;306.1;1474
907;M15766;M;295.6;306.1;1462
908;M15767;M;295.6;306.1;1669
909;M15768;M;295.5;306.1;1822
910;L48089;L;295.5;306;1456
911;L48090;L;295.5;306;1546
912;M15771;M;295.6;306.1;1490
913;L48092;L;295.6;306;1569
914;L48093;L;295.5;306;1621
915;M15774;M;295.4;305.9;1518
916;M15775;M;295.4;305.8;1526
917;M15776;M;295.3;305.8;1589
918;L48097;L;295.3;305.7;1475
919;M15778;M;295.3;305.7;1473
920;L48099;L;295.4;305.8;1407
921;M15780;M;295.5;305.9;1518
922;H30335;H;295.5;305.9;1593
923;M15782;M;295.5;305.9;1380
924;M15783;M;295.5;306;1423
925;L48104;L;295.5;306;1800
926;H30339;H;295.6;306.1;1623
927;L48106;L;295.6;306.1;1372
928;H30341;H;295.6;306;1396
929;L48108;L;295.6;306;1949
930;L48109;L;295.6;306;1419
931;M15790;M;295.5;305.9;1453
932;L48111;L;295.5;305.9;1542
933;L48112;L;295.6;306;1363
934;L48113;L;295.5;306;1597
935;M15794;M;295.5;306;1326
936;M15795;M;295.5;306;1641
937;M15796;M;295.6;306.1;1418
938;L48117;L;295.6;306.2;1263
939;L48118;L;295.6;306.2;1823
940;L48119;L;295.5;306.1;1488
941;L48120;L;295.6;306.2;1443
942;L48121;L;295.6;306.2;1650
943;M15802;M;295.7;306.3;1462
944;M15803;M;295.6;306.2;1477
945;M15804;M;295.7;306.3;1712
946;M15805;M;295.7;306.3;1347
947;L48126;L;295.6;306.2;1287
948;L48127;L;295.6;306.2;1428
949;M15808;M;295.6;306.3;1426
950;L48129;L;295.6;306.3;1636
951;L48130;L;295.6;306.2;1424
952;H30365;H;295.6;306.3;1509
953;L48132;L;295.5;306.2;1448
954;L48133;L;295.5;306.1;1650
955;H30368;H;295.6;306.2;1414
956;L48135;L;295.6;306.3;1911
957;H30370;H;295.6;306.2;1632
958;M15817;M;295.7;306.4;1387
959;L48138;L;295.8;306.4;1399
960;L48139;L;295.8;306.5;1505
961;L48140;L;295.8;306.5;1534
962;L48141;L;295.8;306.5;1493
963;M15822;M;295.8;306.6;1480
964;L48143;L;295.8;306.6;1621
965;L48144;L;295.7;306.5;1737
966;L48145;L;295.8;306.6;1508
967;M15826;M;295.8;306.5;1641
968;M15827;M;295.9;306.6;1532
969;L48148;L;295.9;306.7;1547
970;L48149;L;295.9;306.6;1412
971;L48150;L;295.8;306.5;1568
972;L48151;L;295.9;306.6;1557
973;L48152;L;295.8;306.6;1644
974;L48153;L;295.9;306.6;1679
975;L48154;L;296.0;306.6;1511
976;M15835;M;296.0;306.6;1628
977;M15836;M;296.0;306.6;1392
978;L48157;L;296.0;306.7;1917
979;M15838;M;296.2;306.8;1526
980;L48159;L;296.2;306.8;1389
981;L48160;L;296.1;306.7;1409
982;L48161;L;296.2;306.8;1655
983;L48162;L;296.2;306.9;1516
984;L48163;L;296.2;306.9;1526
985;L48164;L;296.3;307.1;1419
986;L48165;L;296.4;307.2;1748
987;H30400;H;296.4;307.1;1638
988;M15847;M;296.3;307.1;1534
989;H30402;H;296.3;307.1;1774
990;M15849;M;296.2;307;2119
991;L48170;L;296.2;307;1414
992;M15851;M;296.1;307;1523
993;L48172;L;296.1;307.1;1651
994;M15853;M;296.1;307.1;1485
995;M15854;M;296.2;307.2;1168
996;L48175;L;296.3;307.3;1566
997;M15856;M;296.3;307.2;1286
998;M15857;M;296.3;307.2;1446
999;M15858;M;296.4;307.2;2071
1000;L48179;L;296.3;307.1;1560
1001;L48180;L;296.3;307.1;1654
1002;L48181;L;296.3;307.1;1662
1003;L48182;L;296.3;307.2;1646
1004;L48183;L;296.2;307.1;1444
1005;H30418;H;296.3;307.2;1424
1006;L48185;L;296.2;307.2;1382
1007;L48186;L;296.2;307.1;1413
1008;M15867;M;296.2;307.2;1633
1009;L48188;L;296.2;307.1;1441
1010;M15869;M;296.2;307.2;1385
1011;M15870;M;296.2;307.2;1552
1012;M15871;M;296.2;307.3;1451
1013;M15872;M;296.1;307.1;1433
1014;M15873;M;296.1;307.2;1619
1015;L48194;L;296.2;307.2;1445
1016;L48195;L;296.2;307.2;1356
1017;M15876;M;296.3;307.2;1319
1018;L48197;L;296.3;307.2;1637
1019;L48198;L;296.3;307.2;1291
1020;L48199;L;296.3;307.3;1398
1021;L48200;L;296.3;307.3;1372
1022;M15881;M;296.3;307.2;1454
1023;L48202;L;296.2;307.2;1515
1024;L48203;L;296.2;307.3;1881
1025;L48204;L;296.2;307.3;1711
1026;L48205;L;296.2;307.3;1475
1027;L48206;L;296.4;307.4;1512
1028;M15887;M;296.3;307.4;1335
1029;L48208;L;296.3;307.4;1472
1030;M15889;M;296.2;307.3;1477
1031;L48210;L;296.3;307.4;1760
1032;L48211;L;296.4;307.5;1549
1033;L48212;L;296.3;307.4;1648
1034;H30447;H;296.4;307.5;1556
1035;M15894;M;296.3;307.4;1958
1036;L48215;L;296.4;307.4;1403
1037;M15896;M;296.4;307.5;1684
1038;H30451;H;296.4;307.5;1596
1039;L48218;L;296.6;307.6;1498
1040;L48219;L;296.7;307.7;1524
1041;L48220;L;296.7;307.7;1502
1042;L48221;L;296.6;307.6;1809
1043;L48222;L;296.6;307.6;1542
1044;L48223;L;296.5;307.6;1431
1045;L48224;L;296.5;307.6;1512
1046;H30459;H;296.4;307.5;1403
1047;L48226;L;296.4;307.5;1331
1048;M15907;M;296.6;307.7;1474
1049;L48228;L;296.5;307.6;1607
1050;L48229;L;296.5;307.6;1415
1051;L48230;L;296.6;307.6;1671
1052;L48231;L;296.6;307.7;1556
1053;L48232;L;296.7;307.7;1927
1054;M15913;M;296.7;307.7;1597
1055;H30468;H;296.8;307.8;1627
1056;L48235;L;296.8;307.8;1480
1057;L48236;L;296.8;307.8;1565
1058;L48237;L;296.8;307.8;1573
1059;L48238;L;296.7;307.8;1605
1060;M15919;M;296.7;307.9;1874
1061;H30474;H;296.7;307.9;1424
1062;L48241;L;296.7;307.9;1420
1063;L48242;L;296.8;307.9;1372
1064;M15923;M;296.8;307.8;1664
1065;M15924;M;296.8;307.9;1409
1066;L48245;L;296.8;307.9;1718
1067;M15926;M;296.9;307.8;1544
1068;L48247;L;296.9;307.8;1466
1069;L48248;L;296.8;307.8;1394
1070;M15929;M;296.9;307.8;1840
1071;M15930;M;296.9;307.8;1477
1072;L48251;L;296.9;307.8;1425
1073;M15932;M;297.0;307.9;1414
1074;L48253;L;297.0;307.8;1414
1075;L48254;L;297.0;307.9;1595
1076;H30489;H;296.9;307.8;1345
1077;L48256;L;296.9;307.7;1653
1078;L48257;L;296.8;307.6;1547
1079;H30492;H;296.9;307.7;1656
1080;L48259;L;297.0;307.7;1731
1081;L48260;L;297.0;307.8;1774
1082;L48261;L;297.0;307.8;1521
1083;H30496;H;297.1;307.9;1420
1084;L48263;L;297.0;307.8;1683
1085;M15944;M;297.0;307.7;1498
1086;L48265;L;297.0;307.8;1385
1087;L48266;L;297.0;307.9;1455
1088;H30501;H;296.9;307.8;1549
1089;M15948;M;296.9;307.8;1392
1090;M15949;M;296.9;307.7;2008
1091;L48270;L;296.9;307.7;1464
1092;L48271;L;297.0;307.7;1447
1093;M15952;M;296.9;307.6;1685
1094;M15953;M;296.8;307.5;1443
1095;L48274;L;296.9;307.5;1354
1096;L48275;L;296.9;307.5;2721
1097;L48276;L;297.0;307.6;1680
1098;H30511;H;296.9;307.5;1397
1099;M15958;M;296.9;307.4;1521
1100;M15959;M;296.8;307.4;1472
1101;H30514;H;296.8;307.5;1695
1102;H30515;H;296.7;307.5;1607
1103;L48282;L;296.8;307.5;1347
1104;M15963;M;296.7;307.4;1540
1105;L48284;L;296.6;307.4;1389
1106;M15965;M;296.6;307.5;1734
1107;L48286;L;296.7;307.6;1540
1108;M15967;M;296.7;307.5;1515
1109;L48288;L;296.6;307.4;1504
1110;L48289;L;296.6;307.5;1557
1111;L48290;L;296.5;307.4;1292
1112;H30525;H;296.5;307.4;1432
1113;M15972;M;296.5;307.4;1350
1114;M15973;M;296.6;307.4;1790
1115;H30528;H;296.4;307.3;1540
1116;M15975;M;296.4;307.3;2077
1117;L48296;L;296.4;307.3;1487
1118;L48297;L;296.5;307.4;1523
1119;L48298;L;296.5;307.5;1443
1120;L48299;L;296.5;307.5;1340
1121;H30534;H;296.6;307.7;1654
1122;L48301;L;296.6;307.6;1459
1123;L48302;L;296.5;307.6;1541
1124;H30537;H;296.6;307.7;1386
1125;M15984;M;296.7;307.8;1258
1126;M15985;M;296.7;307.8;1375
1127;L48306;L;296.8;307.9;1706
1128;M15987;M;296.7;307.8;1672
1129;M15988;M;296.8;307.9;1843
1130;L48309;L;296.7;307.9;1690
1131;L48310;L;296.8;307.9;1413
1132;L48311;L;296.8;307.9;1489
1133;L48312;L;296.8;307.9;1271
1134;M15993;M;296.8;307.9;1418
1135;M15994;M;296.9;307.8;1426
1136;L48315;L;296.9;307.9;1535
1137;L48316;L;296.9;307.8;1557
1138;L48317;L;296.9;307.8;1653
1139;L48318;L;296.9;307.9;1435
1140;M15999;M;297.0;307.9;1569
1141;M16000;M;296.9;307.9;1385
1142;L48321;L;297.0;307.9;1635
1143;L48322;L;296.9;307.9;1423
1144;L48323;L;297.0;307.9;1479
1145;L48324;L;297.0;307.9;1296
1146;L48325;L;297.0;307.8;1553
1147;L48326;L;297.0;307.9;1529
1148;M16007;M;297.1;308;1690
1149;L48328;L;297.1;308;1348
1150;L48329;L;297.2;308.1;1446
1151;L48330;L;297.1;307.9;1456
1152;L48331;L;297.0;307.9;1350
1153;L48332;L;297.1;307.9;1507
1154;H30567;H;297.0;307.9;1448
1155;L48334;L;296.9;307.9;1626
1156;H30569;H;297.0;307.9;1846
1157;H30570;H;297.0;307.8;1404
1158;L48337;L;297.0;307.8;1583
1159;L48338;L;297.0;307.9;1436
1160;L48339;L;297.0;307.8;1609
1161;H30574;H;297.0;307.7;1834
1162;L48341;L;297.0;307.8;1316
1163;L48342;L;296.9;307.8;1400
1164;L48343;L;296.9;307.9;1367
1165;L48344;L;297.1;308.1;1754
1166;L48345;L;297.1;308.1;1487
1167;M16026;M;297.1;308.1;1506
1168;L48347;L;297.0;308.1;1362
1169;L48348;L;297.1;308.1;1584
1170;L48349;L;297.0;308.1;1355
1171;M16030;M;297.1;308.1;1823
1172;H30585;H;297.0;308.1;1517
1173;L48352;L;297.1;308.1;1446
1174;H30587;H;297.1;308;1559
1175;M16034;M;297.1;308.1;1352
1176;M16035;M;297.2;308.3;1578
1177;M16036;M;297.2;308.3;1429
1178;M16037;M;297.2;308.3;1604
1179;L48358;L;297.3;308.5;1398
1180;L48359;L;297.3;308.4;1441
1181;H30594;H;297.3;308.4;1531
1182;L48361;L;297.2;308.3;1379
1183;L48362;L;297.3;308.3;1410
1184;L48363;L;297.3;308.4;1513
1185;L48364;L;297.3;308.5;1497
1186;L48365;L;297.3;308.4;1491
1187;L48366;L;297.3;308.4;1417
1188;M16047;M;297.4;308.6;1522
1189;L48368;L;297.3;308.4;1339
1190;M16049;M;297.2;308.3;1794
1191;L48370;L;297.2;308.4;1460
1192;M16051;M;297.2;308.3;1776
1193;M16052;M;297.2;308.3;1431
1194;L48373;L;297.1;308.2;1347
1195;M16054;M;297.0;308.1;1507
1196;M16055;M;297.0;308;1408
1197;M16056;M;297.0;307.9;1493
1198;M16057;M;296.9;307.9;1441
1199;H30612;H;296.9;307.9;1557
1200;M16059;M;296.9;307.9;1979
1201;M16060;M;296.9;308;1430
1202;L48381;L;296.9;308;1658
1203;M16062;M;297.0;308.1;1355
1204;H30617;H;297.0;308.1;1410
1205;L48384;L;296.9;308;1521
1206;L48385;L;296.8;308;1371
1207;H30620;H;296.9;308;1318
1208;M16067;M;297.0;308.1;1573
1209;L48388;L;297.0;308.1;1489
1210;H30623;H;297.0;308.1;2540
1211;L48390;L;297.0;308.1;1537
1212;H30625;H;296.9;308;1416
1213;L48392;L;296.9;307.9;1359
1214;M16073;M;296.8;307.8;1551
1215;M16074;M;296.8;307.8;1694
1216;L48395;L;296.8;307.9;1709
1217;L48396;L;296.9;308;1514
1218;L48397;L;297.0;308.1;1455
1219;M16078;M;297.0;308.2;1702
1220;M16079;M;296.9;308.1;1357
1221;L48400;L;297.0;308.2;1577
1222;M16081;M;297.0;308.3;1399
1223;L48402;L;297.0;308.3;1399
1224;L48403;L;297.0;308.3;1492
1225;L48404;L;297.1;308.3;1763
1226;H30639;H;297.1;308.3;1492
1227;L48406;L;297.1;308.4;1488
1228;L48407;L;297.1;308.4;1422
1229;M16088;M;297.1;308.4;1583
1230;L48409;L;297.1;308.4;1304
1231;M16090;M;297.1;308.4;1880
1232;M16091;M;297.2;308.5;1604
1233;L48412;L;297.2;308.6;1500
1234;M16093;M;297.2;308.5;1364
1235;H30648;H;297.2;308.5;2440
1236;H30649;H;297.1;308.4;1654
1237;H30650;H;297.1;308.4;1359
1238;M16097;M;297.1;308.4;1502
1239;M16098;M;297.1;308.4;1615
1240;H30653;H;297.2;308.5;1482
1241;L48420;L;297.2;308.6;1636
1242;M16101;M;297.1;308.5;1621
1243;L48422;L;297.1;308.4;1468
1244;M16103;M;297.1;308.4;1432
1245;L48424;L;297.1;308.4;1726
1246;M16105;M;297.1;308.4;1588
1247;H30660;H;297.2;308.5;1653
1248;L48427;L;297.2;308.5;1513
1249;L48428;L;297.2;308.6;1489
1250;L48429;L;297.3;308.7;1467
1251;L48430;L;297.3;308.7;1549
1252;M16111;M;297.4;308.8;1359
1253;L48432;L;297.5;308.8;1533
1254;L48433;L;297.5;308.8;1309
1255;H30668;H;297.5;308.8;1430
1256;H30669;H;297.5;308.9;1419
1257;M16116;M;297.5;308.9;1535
1258;L48437;L;297.5;308.9;1466
1259;L48438;L;297.5;308.9;1427
1260;M16119;M;297.5;308.9;1280
1261;L48440;L;297.6;309;1528
1262;H30675;H;297.6;309;1885
1263;H30676;H;297.8;309.2;1648
1264;L48443;L;297.8;309.2;1400
1265;M16124;M;297.8;309.3;2243
1266;L48445;L;297.9;309.4;1558
1267;L48446;L;298.0;309.6;1633
1268;M16127;M;298.1;309.6;1549
1269;L48448;L;298.0;309.5;1496
1270;L48449;L;298.1;309.5;1467
1271;M16130;M;298.0;309.4;1276
1272;H30685;H;298.0;309.4;1490
1273;H30686;H;298.0;309.4;1562
1274;L48453;L;298.1;309.4;1397
1275;H30688;H;298.1;309.5;1530
1276;M16135;M;298.1;309.4;1362
1277;M16136;M;298.2;309.4;1693
1278;M16137;M;298.2;309.4;1408
1279;L48458;L;298.2;309.4;1398
1280;M16139;M;298.3;309.6;1531
1281;H30694;H;298.3;309.5;1521
1282;H30695;H;298.3;309.5;1427
1283;L48462;L;298.3;309.4;1546
1284;L48463;L;298.3;309.4;1356
1285;L48464;L;298.4;309.5;2153
1286;M16145;M;298.5;309.6;1492
1287;L48466;L;298.5;309.6;1582
1288;L48467;L;298.5;309.6;1419
1289;M16148;M;298.5;309.6;1441
1290;M16149;M;298.6;309.7;1635
1291;L48470;L;298.6;309.7;1429
1292;M16151;M;298.6;309.7;1675
1293;M16152;M;298.7;309.7;1868
1294;H30707;H;298.7;309.8;1582
1295;L48474;L;298.8;309.9;1486
1296;L48475;L;298.7;309.8;1402
1297;L48476;L;298.7;309.9;1621
1298;L48477;L;298.8;309.9;1428
1299;M16158;M;298.7;309.8;1343
1300;M16159;M;298.7;309.9;1458
1301;L48480;L;298.7;309.8;1322
1302;L48481;L;298.7;309.9;1483
1303;L48482;L;298.6;309.8;1505
1304;L48483;L;298.7;309.9;1593
1305;L48484;L;298.8;310;2098
1306;L48485;L;298.8;310;1672
1307;L48486;L;298.8;310;1487
1308;L48487;L;298.8;310;1423
1309;L48488;L;298.9;310.1;1750
1310;L48489;L;298.9;310.2;1654
1311;L48490;L;298.9;310.2;1498
1312;L48491;L;298.9;310.1;1587
1313;L48492;L;298.9;310.1;1473
1314;L48493;L;298.9;310.2;1359
1315;M16174;M;299.0;310.3;1635
1316;L48495;L;299.0;310.3;1520
1317;L48496;L;299.0;310.3;1507
1318;L48497;L;299.0;310.3;1428
1319;M16178;M;299.0;310.3;1582
1320;L48499;L;299.0;310.3;1929
1321;M16180;M;299.0;310.3;1540
1322;L48501;L;298.9;310.2;1362
1323;H30736;H;298.9;310.1;1452
1324;L48503;L;298.9;310.1;1361
1325;M16184;M;298.8;310.1;1243
1326;H30739;H;298.8;310.1;1567
1327;L48506;L;298.9;310.2;1411
1328;L48507;L;298.8;310.2;1814
1329;M16188;M;298.8;310.1;1719
1330;H30743;H;298.8;310.2;1663
1331;L48510;L;298.9;310.2;1696
1332;H30745;H;298.9;310.2;1771
1333;L48512;L;299.0;310.3;1868
1334;M16193;M;299.0;310.3;1558
1335;L48514;L;299.0;310.4;1365
1336;L48515;L;299.0;310.4;1371
1337;L48516;L;298.9;310.3;1583
1338;H30751;H;298.7;310.2;1613
1339;L48518;L;298.6;310.1;1721
1340;M16199;M;298.6;310.2;1668
1341;L48520;L;298.6;310.2;1569
1342;M16201;M;298.6;310.2;1328
1343;M16202;M;298.6;310.1;1596
1344;L48523;L;298.5;310.2;1676
1345;L48524;L;298.5;310.1;1809
1346;L48525;L;298.5;310;1804
1347;L48526;L;298.6;310.1;1533
1348;L48527;L;298.7;310.2;1717
1349;L48528;L;298.7;310.2;1363
1350;L48529;L;298.7;310.2;1402
1351;L48530;L;298.7;310.2;1436
1352;L48531;L;298.7;310.2;1525
1353;M16212;M;298.7;310.2;1598
1354;M16213;M;298.6;310.1;1444
1355;L48534;L;298.6;310;1334
1356;M16215;M;298.6;310;1681
1357;L48536;L;298.6;309.9;1593
1358;L48537;L;298.6;309.9;1461
1359;M16218;M;298.7;310.1;1693
1360;L48539;L;298.7;310.2;1404
1361;H30774;H;298.8;310.2;1707
1362;M16221;M;298.6;310.1;1458
1363;L48542;L;298.6;310;1517
1364;L48543;L;298.7;310.1;1433
1365;L48544;L;298.7;310.2;1566
1366;L48545;L;298.7;310.1;1676
1367;M16226;M;298.7;310.1;1368
1368;M16227;M;298.8;310.2;1581
1369;H30782;H;298.8;310.3;1708
1370;M16229;M;298.7;310.3;1481
1371;L48550;L;298.7;310.3;1451
1372;M16231;M;298.7;310.3;1495
1373;M16232;M;298.8;310.3;1573
1374;M16233;M;298.8;310.3;1366
1375;L48554;L;298.8;310.3;1553
1376;M16235;M;298.8;310.3;1528
1377;M16236;M;298.8;310.2;1527
1378;L48557;L;298.8;310.2;1461
1379;H30792;H;298.8;310.2;1455
1380;L48559;L;298.7;310.1;1620
1381;L48560;L;298.7;310.1;1786
1382;M16241;M;298.8;310.2;1583
1383;L48562;L;298.8;310.1;1653
1384;M16243;M;298.9;310.2;1331
1385;L48564;L;298.9;310.3;1484
1386;M16245;M;298.9;310.2;1603
1387;L48566;L;298.9;310.2;1445
1388;L48567;L;298.9;310.1;1823
1389;H30802;H;298.9;310.1;1491
1390;L48569;L;298.9;310.2;1533
1391;L48570;L;298.9;310.2;1409
1392;L48571;L;298.9;310.2;2737
1393;M16252;M;299.0;310.3;1494
1394;L48573;L;299.1;310.4;1594
1395;L48574;L;299.1;310.4;1527
1396;L48575;L;299.1;310.4;1452
1397;L48576;L;299.0;310.3;1483
1398;L48577;L;299.1;310.2;1569
1399;L48578;L;299.1;310.3;1472
1400;L48579;L;299.0;310.2;1533
1401;H30814;H;298.9;310.1;1366
1402;H30815;H;298.9;310.2;1532
1403;M16262;M;298.9;310.1;1313
1404;L48583;L;299.0;310.2;1372
1405;M16264;M;298.9;310.1;1555
1406;L48585;L;298.9;310.1;1394
1407;L48586;L;298.9;310.1;1442
1408;L48587;L;298.9;310;1564
1409;L48588;L;298.9;310;1452
1410;L48589;L;298.9;310.1;1466
1411;M16270;M;298.9;310.1;1469
1412;L48591;L;298.9;310.1;1944
1413;M16272;M;298.8;309.9;1415
1414;M16273;M;298.7;309.8;1528
1415;M16274;M;298.7;309.8;1570
1416;L48595;L;298.7;309.9;1617
1417;M16276;M;298.7;309.9;2083
1418;L48597;L;298.7;309.9;1541
1419;L48598;L;298.8;309.9;1320
1420;L48599;L;298.7;309.8;1354
1421;M16280;M;298.8;309.9;1495
1422;L48601;L;298.7;309.8;1589
1423;L48602;L;298.7;309.8;1530
1424;L48603;L;298.7;309.8;1539
1425;L48604;L;298.7;309.7;1462
1426;L48605;L;298.6;309.7;1356
1427;M16286;M;298.7;309.7;1622
1428;L48607;L;298.7;309.8;1394
1429;L48608;L;298.8;309.9;1568
1430;M16289;M;298.9;310;1456
1431;L48610;L;298.9;310;1378
1432;M16291;M;298.9;309.9;1404
1433;L48612;L;298.8;309.8;1437
1434;L48613;L;298.8;309.8;1363
1435;M16294;M;298.8;309.8;1377
1436;H30849;H;298.8;309.9;1526
1437;H30850;H;298.8;309.8;1510
1438;H30851;H;298.8;309.9;1439
1439;L48618;L;298.8;309.9;1482
1440;M16299;M;298.8;309.8;1534
1441;M16300;M;298.8;309.9;1741
1442;L48621;L;298.8;309.9;1550
1443;M16302;M;298.8;310;1486
1444;L48623;L;298.9;310.1;1602
1445;L48624;L;299.0;310.2;1477
1446;L48625;L;299.0;310.1;1618
1447;M16306;M;299.0;310.2;1628
